source_id,target_id,rtt
6402,6878,40.041599
6510,6878,62.706423
6475,6878,40.222167
6956,6878,37.573666
6544,6878,33.440036
6417,6878,67.186583
6453,6878,46.522662
6323,6878,57.137943
6669,6878,9.047584
6845,6878,78.147099
7064,6878,47.479775
6788,6878,38.821852
7175,6878,32.452652
6800,6878,37.732574
6936,6878,116.198165
7236,6878,48.51841
6538,6878,68.310551
6335,6878,11.324438
7066,6878,46.902862
6623,6878,26.496155
6225,6878,37.714166
6624,6878,95.718937
6340,6878,37.92422
6829,6878,61.322838
6852,6878,65.24225
6414,6878,51.647421
6426,6878,42.638516
6844,6878,56.296648
6248,6878,27.996601
6448,6878,36.708182
6952,6878,38.190226
6734,6878,19.140513
6251,6878,29.064175
6545,6878,42.425852
6198,6878,12.765422
6722,6878,
6658,6878,69.775428
6245,6878,43.352054
7210,6878,212.650552
6740,6878,64.371562
6965,6878,41.600809
6714,6878,36.967413
6864,6878,63.579387
6942,6878,18.615609
6269,6878,25.89366
7173,6878,55.286516
7084,6878,
6423,6878,44.510446
6536,6878,45.644847
7171,6878,51.72593
6049,6878,25.552347
6441,6878,34.630874
6382,6878,33.931967
6350,6878,
7130,6878,33.032441
6446,6878,33.686829
6501,6878,42.355044
6512,6878,37.050459
6552,6878,56.165159
6609,6878,36.712899
6674,6878,
6647,6878,41.311095
6327,6878,45.191275
7125,6878,40.108013
6654,6878,34.210736
6295,6878,78.329896
6695,6878,34.759384
6716,6878,52.034691
7132,6878,85.978213
6741,6878,73.461111
6316,6878,38.547625
6424,6878,36.838804
6235,6878,
6094,6878,33.539898
6435,6878,48.353308
6762,6878,69.372886
6675,6878,40.932168
7085,6878,50.546439
7110,6878,55.614654
6895,6878,
6509,6878,59.470913
6276,6878,47.040027
6496,6878,57.257123
7181,6878,56.510183
6328,6878,77.003135
6438,6878,59.599065
7213,6878,34.779279
7051,6878,57.296936
6352,6878,57.816339
6541,6878,53.582227
7086,6878,75.469642
7089,6878,68.379653
6042,6878,21.092297
6604,6878,70.098588
6476,6878,33.825407
6959,6878,38.932428
6686,6878,29.534656
7013,6878,31.979215
6635,6878,35.029955
6737,6878,34.850616
7083,6878,36.35984
6120,6878,35.091983
6025,6878,27.502986
6320,6878,42.846656
7101,6878,33.309636
6937,6878,31.63763
6278,6878,38.862559
7005,6878,31.949259
6043,6878,40.444235
6513,6878,47.444326
6443,6878,56.235656
6494,6878,
6648,6878,48.073109
6717,6878,51.688881
6430,6878,42.081143
6696,6878,45.563331
6949,6878,36.249493
6823,6878,57.479734
6736,6878,41.415548
6921,6878,36.834967
6873,6878,51.580659
6728,6878,42.739679
7000,6878,44.777286
7136,6878,42.90238
7048,6878,59.735377
7122,6878,34.744943
7042,6878,47.932856
7071,6878,56.338015
6081,6878,39.786875
6117,6878,32.506863
6250,6878,32.817958
6239,6878,36.046428
6202,6878,21.230435
6336,6878,30.664935
6272,6878,36.97234
6313,6878,25.742079
6213,6878,
6387,6878,31.635133
6439,6878,30.075982
6357,6878,30.238737
6396,6878,29.354497
6385,6878,31.748565
6346,6878,23.951333
6531,6878,26.672044
6679,6878,31.706282
6715,6878,38.089855
6761,6878,38.470412
6576,6878,
6558,6878,30.348919
6548,6878,27.355228
6550,6878,31.905425
6789,6878,30.198536
6812,6878,34.650164
6806,6878,37.623578
6814,6878,28.560066
6787,6878,29.385344
6813,6878,32.142791
6824,6878,27.43322
6869,6878,45.282023
6858,6878,33.077115
6908,6878,29.121751
6838,6878,28.859685
7054,6878,31.507512
7151,6878,31.672702
7034,6878,
7096,6878,33.562782
7022,6878,34.045068
7012,6878,33.762692
6826,6878,46.252943
7208,6878,31.452619
6922,6878,28.876312
6249,6878,30.24593
6642,6878,28.630158
6082,6878,31.769296
7006,6878,30.253774
6518,6878,
6514,6878,40.693359
6267,6878,33.818842
6342,6878,35.918607
6511,6878,27.25199
6567,6878,34.347064
6237,6878,29.144354
6374,6878,36.791394
6630,6878,31.501289
6863,6878,33.966888
6655,6878,31.688482
6862,6878,33.831396
6877,6878,41.682742
7231,6878,43.712937
6632,6878,34.798791
6523,6878,38.347634
6445,6878,32.052444
6390,6878,35.190156
6268,6878,34.726687
6520,6878,33.372356
6540,6878,
6490,6878,32.281956
6618,6878,31.7164
6845,6402,10.626376
6847,6878,45.35863
7073,6878,47.647711
6780,6878,30.895181
7149,6878,47.675362
6878,6402,40.119895
6788,6402,33.803553
6956,6402,38.236025
7064,6402,29.726524
6800,6402,45.601343
6544,6402,34.259245
6323,6402,37.754334
7175,6402,12.952419
6669,6402,40.69543
6510,6402,62.847428
6417,6402,21.480482
7236,6402,18.888558
6475,6402,45.430235
6453,6402,
6335,6402,40.360301
6538,6402,111.020538
6623,6402,63.953418
6844,6402,44.008803
6936,6402,167.685469
6624,6402,138.455463
6414,6402,44.734437
6225,6402,39.488176
6426,6402,52.773124
6852,6402,61.061461
6340,6402,37.392833
7066,6402,44.83962
6448,6402,45.054583
6829,6402,55.014788
6545,6402,41.053469
6248,6402,36.995509
6965,6402,42.018665
6952,6402,45.954709
6714,6402,51.962874
6198,6402,31.618627
6245,6402,33.833566
6269,6402,44.172587
6740,6402,64.786358
6734,6402,42.613369
7210,6402,46.300068
6658,6402,67.414964
6942,6402,32.226616
6722,6402,62.339444
6251,6402,39.752452
6864,6402,59.38893
6049,6402,37.397458
7171,6402,52.764316
6350,6402,
6441,6402,48.075396
6512,6402,36.561625
6446,6402,34.0579
6382,6402,39.932456
6501,6402,41.401822
6423,6402,41.142449
7084,6402,54.196004
7173,6402,72.99391
7130,6402,50.024792
6536,6402,58.508732
6552,6402,41.36167
6609,6402,37.194032
6647,6402,48.384923
6674,6402,
6654,6402,24.798771
6716,6402,40.160763
6695,6402,37.497099
6741,6402,73.357795
7132,6402,59.455319
7125,6402,39.156702
6327,6402,24.38198
6295,6402,69.81457
6094,6402,25.744837
6235,6402,
6424,6402,37.628238
6316,6402,38.121566
6435,6402,58.023716
6762,6402,58.032233
7110,6402,42.087073
6276,6402,37.220261
6496,6402,58.888353
6895,6402,
7085,6402,33.315481
6675,6402,29.627782
6509,6402,36.986458
7181,6402,41.747296
7051,6402,64.590855
6328,6402,56.078235
7213,6402,22.994561
6438,6402,5.807266
6352,6402,56.572849
6476,6402,37.267848
6541,6402,13.016536
7089,6402,47.248847
7013,6402,30.844004
6042,6402,13.178051
6604,6402,44.291379
7086,6402,54.703654
6686,6402,17.087861
6120,6402,45.474594
6959,6402,39.432099
7083,6402,38.665766
6635,6402,33.300151
6737,6402,33.081274
6937,6402,36.742555
6494,6402,
6513,6402,36.771569
6320,6402,41.783805
6043,6402,30.226594
7101,6402,36.498443
6443,6402,48.150679
6430,6402,40.236295
6025,6402,31.101938
7005,6402,35.180519
6278,6402,34.303912
6648,6402,47.001198
6696,6402,35.674067
6717,6402,50.108262
6728,6402,44.882614
6921,6402,31.81297
7071,6402,43.374006
6823,6402,35.081259
7136,6402,37.881539
6736,6402,37.137079
6949,6402,32.062621
7122,6402,35.109039
7000,6402,41.838134
7048,6402,43.483269
6873,6402,45.564259
7042,6402,31.294703
6081,6402,38.900747
6117,6402,35.027208
6202,6402,37.999092
