source_id,target_id,rtt
7064,6878,47.435791
6788,6878,38.763101
6417,6878,66.785296
6956,6878,37.525762
6669,6878,9.050092
6845,6878,78.102862
6510,6878,62.72518
6402,6878,40.074768
7175,6878,32.221249
6800,6878,37.751231
6323,6878,57.021014
6475,6878,39.237946
6453,6878,46.547463
7236,6878,48.670092
6544,6878,33.38152
6225,6878,37.70654
6335,6878,11.290725
6340,6878,38.026667
6936,6878,124.3059
6538,6878,68.390425
6624,6878,95.75034
6844,6878,55.918496
7066,6878,46.853663
6852,6878,65.230944
6414,6878,51.670233
6623,6878,26.48877
6829,6878,61.370759
6448,6878,35.307012
6426,6878,42.58199
6714,6878,36.938309
7210,6878,198.432039
6740,6878,64.364222
6248,6878,25.996845
6545,6878,42.367049
6965,6878,41.554395
6251,6878,28.994935
6658,6878,69.753385
6734,6878,19.058484
6198,6878,12.813931
6722,6878,
6952,6878,36.805952
6942,6878,18.748304
6245,6878,43.3869
6864,6878,63.499471
7173,6878,55.205728
6269,6878,25.987869
7171,6878,51.679695
6536,6878,45.641552
6423,6878,44.521699
6382,6878,33.929655
6049,6878,25.444996
6441,6878,34.778553
7084,6878,
6350,6878,
7130,6878,33.012774
6501,6878,42.261308
6446,6878,33.712824
6552,6878,56.165901
6609,6878,36.684329
7125,6878,40.05929
6512,6878,37.077077
7132,6878,85.938954
6327,6878,45.209806
6674,6878,
6695,6878,34.770875
6647,6878,41.461712
6295,6878,78.41491
6716,6878,51.964777
6654,6878,34.181446
6094,6878,33.576229
6741,6878,73.437313
6316,6878,38.458225
6235,6878,
6496,6878,57.285632
6424,6878,36.91231
6435,6878,48.298979
6675,6878,40.926454
6509,6878,59.447891
7085,6878,50.478549
7110,6878,55.651667
6762,6878,69.332196
7181,6878,56.559027
6328,6878,76.89881
6276,6878,47.015169
7051,6878,57.324898
6438,6878,59.497089
7213,6878,34.639924
6541,6878,53.609496
6895,6878,
7089,6878,66.937394
7086,6878,75.719422
6042,6878,21.081524
6604,6878,70.03244
6352,6878,57.799061
6476,6878,33.794313
6120,6878,35.141757
6686,6878,29.544395
6959,6878,38.968901
7013,6878,32.013676
7083,6878,36.422287
6635,6878,34.946452
6937,6878,31.690145
6737,6878,34.834061
6025,6878,27.486472
6043,6878,40.405616
7005,6878,31.947347
7101,6878,33.312386
6278,6878,38.797492
6430,6878,42.099754
6494,6878,
6443,6878,56.213642
6648,6878,48.055643
6513,6878,47.430077
6696,6878,45.447519
6728,6878,42.673337
6320,6878,42.829847
6736,6878,41.42216
6873,6878,51.498805
6823,6878,57.404308
7000,6878,44.814106
6921,6878,36.790502
7042,6878,48.033126
7048,6878,59.703024
6949,6878,36.238131
7071,6878,56.313795
7122,6878,34.606774
6717,6878,51.62275
6117,6878,32.428258
6081,6878,39.712265
7136,6878,42.88021
6346,6878,24.023725
6336,6878,30.654678
6313,6878,25.734588
6202,6878,21.19793
6272,6878,36.887097
6250,6878,32.757625
6213,6878,
6239,6878,36.072927
6357,6878,30.167429
6385,6878,31.793994
6387,6878,31.552035
6439,6878,30.077071
6396,6878,29.317935
6531,6878,26.741188
6548,6878,27.347194
6550,6878,31.848694
6761,6878,38.436079
6787,6878,29.354694
6558,6878,30.422304
6576,6878,
6679,6878,31.593313
6789,6878,30.19446
6715,6878,38.128798
6812,6878,34.502854
6806,6878,37.575669
6813,6878,32.179615
6814,6878,28.52842
6824,6878,27.326875
6826,6878,46.23397
6838,6878,28.854271
6922,6878,28.865209
7022,6878,34.028294
7006,6878,30.208029
6869,6878,45.331566
7012,6878,33.766515
6908,6878,29.163625
6858,6878,33.023402
7054,6878,31.492017
7034,6878,
7151,6878,31.650502
7096,6878,33.487224
7208,6878,31.316952
6518,6878,
6249,6878,30.124741
6374,6878,36.724211
6267,6878,33.790273
6511,6878,27.14648
6642,6878,28.58549
6567,6878,34.348196
6237,6878,29.029612
6082,6878,31.728885
6342,6878,35.770542
6514,6878,40.66657
6630,6878,31.502636
6632,6878,34.900838
6863,6878,34.004529
6655,6878,31.630774
6862,6878,33.909413
6490,6878,32.276539
6877,6878,41.631573
7231,6878,43.732612
6445,6878,32.032187
6268,6878,34.693085
6520,6878,33.335684
6523,6878,38.045286
6540,6878,
6780,6878,30.801414
6390,6878,35.070248
6618,6878,31.662455
7149,6878,47.650134
7073,6878,47.606269
6847,6878,45.415598
6845,6402,10.680556
6323,6402,37.665239
6878,6402,40.110727
6800,6402,45.667446
6956,6402,38.210969
6544,6402,34.248361
