source_id,target_id,rtt
6510,6878,62.558906
6417,6878,65.590584
6544,6878,33.421921
6323,6878,57.046551
6788,6878,38.804489
6669,6878,8.962875
6956,6878,37.520686
7064,6878,47.406761
6475,6878,40.427301
6402,6878,40.026045
6800,6878,37.750294
6845,6878,78.094818
7175,6878,32.351199
6453,6878,46.579187
7236,6878,48.397151
6335,6878,11.278116
6844,6878,55.907883
6538,6878,65.186305
6414,6878,51.668641
6624,6878,95.703047
6852,6878,65.137184
6623,6878,26.489959
6936,6878,124.144457
6829,6878,61.364986
7066,6878,47.004867
6225,6878,41.136812
6426,6878,42.590988
6545,6878,42.20986
6714,6878,36.941838
6340,6878,37.985846
6722,6878,
6658,6878,69.725525
7210,6878,194.07873
6734,6878,19.064154
6952,6878,35.549849
6740,6878,64.283575
6248,6878,25.996845
6251,6878,29.002598
6965,6878,41.53377
6198,6878,12.682552
6245,6878,43.317747
7171,6878,51.689787
6269,6878,25.864909
6441,6878,34.760087
6448,6878,34.845031
7173,6878,55.222593
6049,6878,25.499023
7084,6878,
6942,6878,18.663373
6864,6878,68.191116
7130,6878,33.002484
6350,6878,
6382,6878,33.893233
6446,6878,33.689095
6536,6878,45.615224
6501,6878,42.361336
6647,6878,41.256486
6695,6878,34.723335
6552,6878,56.146591
6716,6878,51.96325
7125,6878,40.091918
7132,6878,86.002258
6609,6878,36.639165
6512,6878,37.016508
6423,6878,44.538242
6674,6878,
6327,6878,45.260363
6654,6878,34.186011
6295,6878,78.360855
6316,6878,38.470327
6424,6878,36.951771
6235,6878,
6675,6878,40.942679
6435,6878,48.267623
6741,6878,73.470382
6509,6878,59.387406
6496,6878,53.284223
7085,6878,50.504128
7110,6878,55.525752
6094,6878,33.583625
6895,6878,
6762,6878,69.400566
7213,6878,34.743703
6541,6878,53.539946
7051,6878,57.074531
6604,6878,69.949477
7181,6878,56.453537
6042,6878,20.980815
7089,6878,66.96982
6438,6878,59.529664
6328,6878,76.859621
6276,6878,46.952851
6352,6878,57.728397
6476,6878,33.82645
6120,6878,35.13812
7086,6878,75.679713
7013,6878,31.99174
6959,6878,38.911869
7083,6878,36.200838
6737,6878,34.796792
6937,6878,31.487637
7101,6878,33.288121
6043,6878,40.40692
6025,6878,27.516593
6686,6878,29.521667
6635,6878,34.961761
6278,6878,38.866769
6430,6878,42.007043
6443,6878,56.205896
7005,6878,31.93672
6513,6878,47.361517
6320,6878,42.808282
6736,6878,41.412834
6494,6878,
6648,6878,46.892645
6728,6878,42.727705
6823,6878,57.450099
6949,6878,36.226207
6696,6878,45.430932
6717,6878,51.655497
7071,6878,56.305208
7048,6878,59.742415
6873,6878,51.535534
6081,6878,39.735316
6117,6878,32.396491
7042,6878,47.996119
6921,6878,36.813487
7000,6878,44.695967
6250,6878,32.750127
6213,6878,
6239,6878,36.078673
6202,6878,21.154777
7122,6878,34.69456
7136,6878,42.8021
6313,6878,25.742175
6346,6878,23.892113
6357,6878,30.198333
6387,6878,31.533123
6385,6878,31.762227
6272,6878,36.847496
6336,6878,30.641361
6439,6878,30.094572
6531,6878,26.587092
6558,6878,30.355339
6679,6878,31.497349
6396,6878,29.414549
6715,6878,38.166976
6761,6878,38.393582
6576,6878,
6548,6878,27.406322
