source_id,target_id,rtt
7064,6878,47.424195
6475,6878,39.756265
6323,6878,57.067446
6788,6878,38.794481
6402,6878,40.064823
6417,6878,67.007129
6544,6878,33.425843
6800,6878,37.721726
6845,6878,78.067854
7175,6878,32.33624
6453,6878,47.131782
6669,6878,8.999312
6956,6878,37.745908
6510,6878,62.714252
7236,6878,48.536491
6844,6878,55.984788
6414,6878,51.673258
6936,6878,120.252336
6852,6878,65.117933
6623,6878,26.436389
6829,6878,61.371407
6340,6878,38.015629
6538,6878,68.332722
6335,6878,11.300613
6624,6878,95.732125
7066,6878,46.913315
6225,6878,37.736393
6426,6878,42.592238
6448,6878,36.684354
6248,6878,27.996602
7210,6878,198.393256
6734,6878,19.056546
6658,6878,69.786929
6198,6878,12.674076
6965,6878,41.568597
6740,6878,64.431412
6722,6878,
6251,6878,29.03225
6952,6878,38.193446
6714,6878,36.952358
6545,6878,42.375975
6245,6878,43.323598
6942,6878,18.780488
7171,6878,51.632909
6864,6878,59.012028
6536,6878,45.692495
7173,6878,55.238879
6446,6878,33.651322
7084,6878,
6350,6878,
6423,6878,44.504034
6382,6878,33.977057
6269,6878,25.918017
7130,6878,32.960553
6441,6878,34.533262
6049,6878,25.424411
6647,6878,41.313313
6501,6878,42.293621
6609,6878,36.698609
6512,6878,37.023039
6552,6878,56.08232
6674,6878,
6741,6878,73.350185
7132,6878,85.9582
6327,6878,45.22757
6716,6878,51.975606
6695,6878,34.71602
6654,6878,34.331599
7125,6878,40.158659
6295,6878,78.304167
6094,6878,33.489978
6235,6878,
6424,6878,36.754846
6435,6878,48.224729
6316,6878,38.493144
6675,6878,40.876586
7085,6878,50.618827
6762,6878,69.344394
6509,6878,59.440815
6496,6878,57.293117
6895,6878,
6276,6878,47.005039
7110,6878,55.580817
7181,6878,56.468391
6328,6878,76.945854
7051,6878,57.271827
6438,6878,59.588337
6541,6878,53.542304
7213,6878,34.747554
6352,6878,57.789342
6604,6878,69.94048
7089,6878,68.371855
6120,6878,35.01491
6042,6878,21.060567
7086,6878,75.467243
6959,6878,38.917928
6686,6878,29.584019
6476,6878,33.849947
7013,6878,31.985506
7083,6878,36.351738
6635,6878,35.022007
6937,6878,31.785903
6737,6878,34.852436
6320,6878,42.806916
7005,6878,32.025463
6043,6878,40.431995
6025,6878,27.5839
6278,6878,38.848082
7101,6878,33.01616
6430,6878,42.092961
6494,6878,
6443,6878,56.167612
6513,6878,47.364163
6648,6878,48.101506
6728,6878,42.739339
6696,6878,45.486582
6717,6878,51.630225
7071,6878,56.238169
7000,6878,44.801896
7048,6878,59.752906
6823,6878,57.409312
6921,6878,36.784787
7042,6878,47.97123
6949,6878,36.229837
6873,6878,51.533853
6736,6878,41.388484
7136,6878,42.893166
7122,6878,34.722034
6202,6878,21.101255
6081,6878,39.775442
6117,6878,32.497255
6385,6878,31.801333
6336,6878,30.656045
6250,6878,32.676498
6239,6878,35.664119
6357,6878,30.235782
6346,6878,23.9841
6272,6878,36.959499
6213,6878,
6313,6878,25.736378
6387,6878,31.615377
6396,6878,29.423002
6531,6878,26.517415
6548,6878,27.331232
6439,6878,30.110096
6806,6878,37.592115
6558,6878,30.316449
6576,6878,
6550,6878,31.861019
6789,6878,30.208976
6679,6878,31.680596
6787,6878,29.336279
6715,6878,38.122959
6812,6878,34.555185
6813,6878,34.325249
6761,6878,38.430005
6826,6878,46.265825
6814,6878,28.370793
6824,6878,27.333502
7006,6878,30.234429
6922,6878,28.803073
7034,6878,
6858,6878,33.014151
6838,6878,28.834539
6908,6878,29.133977
7022,6878,33.962983
7012,6878,33.71423
7054,6878,31.438023
6869,6878,45.084034
7096,6878,33.53375
6249,6878,30.065284
7151,6878,31.693625
7208,6878,31.391407
6518,6878,
6342,6878,35.900614
6374,6878,36.477139
6642,6878,28.640908
6237,6878,29.085694
6514,6878,40.644195
6267,6878,33.757352
6082,6878,31.746882
6511,6878,27.195683
6630,6878,31.506254
6567,6878,34.34844
6862,6878,33.847195
6632,6878,34.885462
6655,6878,31.655956
6445,6878,31.885597
6390,6878,35.161331
6863,6878,33.961422
6877,6878,41.519897
6523,6878,37.827623
6490,6878,32.254708
7231,6878,43.742345
6520,6878,33.352102
6268,6878,34.640008
6540,6878,
6618,6878,31.679616
6847,6878,45.456283
6780,6878,30.787791
7073,6878,47.637189
6669,6402,40.670647
6878,6402,40.082903
7064,6402,29.687556
6800,6402,45.635871
6845,6402,10.653164
6544,6402,34.256832
6788,6402,33.878127
7149,6878,47.667045
6323,6402,37.68056
7175,6402,13.09869
6956,6402,38.250157
6417,6402,21.476711
6510,6402,62.855694
6453,6402,
6936,6402,165.584153
6475,6402,45.412097
6623,6402,63.893332
6538,6402,110.809393
6829,6402,55.069415
7066,6402,45.040381
6335,6402,40.397236
7236,6402,18.906134
6225,6402,39.445697
6852,6402,60.826105
6624,6402,138.452158
6844,6402,44.011629
6340,6402,37.369483
6414,6402,44.794051
6426,6402,52.754482
6952,6402,45.945615
6658,6402,67.47577
6714,6402,51.93479
6198,6402,31.545572
6965,6402,42.058632
6722,6402,61.855083
6251,6402,39.732462
7210,6402,46.273439
6248,6402,36.99551
6734,6402,42.635332
6740,6402,64.73996
6545,6402,41.063655
6448,6402,45.003963
6245,6402,33.798209
6350,6402,
6536,6402,58.497172
6269,6402,44.216962
6423,6402,41.09263
7130,6402,50.003721
7173,6402,72.985387
6382,6402,39.868219
7171,6402,52.764921
6441,6402,48.037448
7084,6402,54.262826
6864,6402,58.330841
6049,6402,37.516815
6942,6402,32.180203
6501,6402,41.488862
6446,6402,34.045071
6552,6402,41.299147
6695,6402,37.482417
7132,6402,59.4148
6512,6402,36.527332
6295,6402,69.873115
7125,6402,39.157183
6716,6402,40.171645
6647,6402,48.386451
6674,6402,
6609,6402,37.192997
6327,6402,24.383889
6654,6402,24.741068
6094,6402,25.696896
6741,6402,73.394988
6509,6402,36.990819
6424,6402,37.529714
6762,6402,58.035489
6675,6402,29.636353
6435,6402,58.005011
6316,6402,38.06239
6235,6402,
6496,6402,58.941746
6895,6402,
7085,6402,33.261957
7110,6402,42.123736
7181,6402,41.787778
6276,6402,37.25586
6328,6402,55.820211
7089,6402,47.150385
6352,6402,56.517992
6604,6402,44.304714
7051,6402,64.644496
6438,6402,5.792295
7086,6402,54.634628
7213,6402,22.971269
6042,6402,13.283953
6541,6402,13.043462
6686,6402,17.064731
6476,6402,37.214961
6120,6402,45.471857
6959,6402,39.507015
7083,6402,38.901041
7013,6402,30.850095
6278,6402,34.27607
6737,6402,33.062672
6320,6402,41.900243
7101,6402,36.319223
6430,6402,40.227225
6025,6402,31.003769
6043,6402,30.236322
7005,6402,35.183337
6937,6402,36.879654
6635,6402,33.309219
6443,6402,48.128984
6494,6402,
6648,6402,46.988911
6513,6402,36.774772
6949,6402,32.027835
6823,6402,35.008212
6696,6402,35.743802
6921,6402,31.740597
6728,6402,44.928729
6736,6402,37.096871
6717,6402,50.081908
6873,6402,45.551925
7000,6402,41.835813
7042,6402,31.28288
7048,6402,43.513088
7071,6402,43.385481
7122,6402,35.023937
6346,6402,39.479932
6202,6402,37.985065
6081,6402,38.907596
6213,6402,
6313,6402,27.723613
6272,6402,32.770274
6336,6402,26.783369
6250,6402,28.072854
6239,6402,34.222543
6357,6402,36.923849
6117,6402,35.023681
6558,6402,27.60063
6679,6402,29.080263
6385,6402,29.277801
6576,6402,
6531,6402,33.807965
6715,6402,28.756056
6439,6402,27.380009
6396,6402,33.609046
6387,6402,28.958656
6787,6402,34.474864
6550,6402,34.203789
6761,6402,35.756916
6548,6402,30.7268
7136,6402,37.861275
6813,6402,31.836539
6824,6402,33.940823
6789,6402,30.873435
6806,6402,40.414789
6858,6402,29.393146
6922,6402,29.685496
6812,6402,32.071573
6908,6402,42.567579
6814,6402,30.980397
6838,6402,27.547042
7006,6402,32.699289
6826,6402,32.465342
6869,6402,32.104956
7012,6402,35.430602
6082,6402,32.4873
7022,6402,37.635745
7208,6402,28.69124
7034,6402,44.334972
6267,6402,37.741841
6518,6402,
7096,6402,45.306719
6249,6402,30.291343
6342,6402,36.749867
7151,6402,33.990185
6642,6402,31.055674
7054,6402,36.488902
6237,6402,31.482219
6390,6402,
6374,6402,34.827512
6511,6402,42.953664
6862,6402,40.588259
6630,6402,34.911992
6445,6402,24.610639
6567,6402,33.18887
6514,6402,31.079811
6490,6402,34.634927
6863,6402,31.300116
6268,6402,33.466649
6655,6402,35.93723
6877,6402,32.396312
7231,6402,33.037544
6520,6402,31.737247
6632,6402,31.358763
6540,6402,
6523,6402,32.193553
7073,6402,28.180334
6780,6402,29.034343
6618,6402,34.696819
6847,6402,41.023354
6878,6845,78.09793
6323,6845,58.207062
6402,6845,10.645927
6544,6845,34.656003
7175,6845,54.587495
6788,6845,40.723101
7149,6402,25.063014
6669,6845,42.407543
6800,6845,52.891868
6956,6845,59.512385
7064,6845,46.302822
6510,6845,27.633668
6453,6845,48.468219
6417,6845,46.857697
6475,6845,40.872856
6623,6845,75.330827
6624,6845,163.661485
6335,6845,73.395866
7236,6845,59.733455
6936,6845,173.730054
7066,6845,77.666877
6538,6845,123.849374
6829,6845,75.202962
6414,6845,63.701157
6340,6845,49.235599
6844,6845,62.947242
6225,6845,52.692042
6852,6845,70.874585
6251,6845,65.278515
6448,6845,50.732808
6248,6845,61.992478
6545,6845,61.012512
6722,6845,59.350796
6426,6845,66.605718
6714,6845,61.956309
6952,6845,50.06877
6734,6845,58.423711
6658,6845,72.771675
6740,6845,77.396599
6198,6845,61.772556
6049,6845,53.631112
6245,6845,54.420423
7210,6845,56.836895
7173,6845,74.547917
6965,6845,55.302524
6864,6845,81.116702
7171,6845,63.324608
6942,6845,56.047561
6269,6845,61.665724
6350,6845,
6441,6845,53.698371
6536,6845,66.730317
7084,6845,
7130,6845,62.852261
6382,6845,53.196932
6446,6845,47.259913
6512,6845,50.860125
6501,6845,51.973661
6423,6845,53.229328
6674,6845,
6552,6845,50.780954
6695,6845,51.194673
6647,6845,47.746131
6609,6845,51.335532
7125,6845,54.030712
7132,6845,68.841277
6716,6845,53.782998
6235,6845,
6327,6845,58.82338
6435,6845,64.95643
6316,6845,45.669835
6741,6845,46.981005
6094,6845,40.100941
6295,6845,76.745227
6424,6845,49.23725
6654,6845,45.337983
6496,6845,59.292214
6509,6845,47.394314
6762,6845,84.560536
6895,6845,
7085,6845,43.772782
6675,6845,48.831111
7213,6845,70.837715
6604,6845,54.17182
7110,6845,56.020322
6541,6845,38.484264
7181,6845,61.137634
6276,6845,70.969807
7051,6845,72.236268
6438,6845,18.520759
6328,6845,63.825854
6352,6845,70.744282
7089,6845,71.849809
7086,6845,63.109284
6120,6845,53.615527
6042,6845,41.054664
7005,6845,46.402829
6476,6845,52.205322
6959,6845,47.897806
7083,6845,47.654801
6737,6845,49.373906
7013,6845,40.128516
6686,6845,39.366871
7101,6845,54.905926
6635,6845,52.133188
6937,6845,53.071972
6025,6845,42.249448
6043,6845,45.861076
6278,6845,47.300571
6320,6845,55.493889
6823,6845,42.717535
6648,6845,43.872629
6494,6845,
6430,6845,57.073838
6513,6845,53.16627
6736,6845,52.728046
6443,6845,55.711838
6728,6845,47.585844
6696,6845,43.350104
6717,6845,63.431651
6921,6845,49.049899
6873,6845,61.503041
6949,6845,47.96825
7000,6845,49.495304
7071,6845,59.918102
6202,6845,50.755875
6081,6845,39.972832
7122,6845,57.35854
7048,6845,51.325893
6117,6845,44.191613
6239,6845,46.353192
7042,6845,44.377415
7136,6845,62.379161
6213,6845,
6250,6845,52.524729
6272,6845,47.128153
6313,6845,36.694098
6357,6845,47.821168
6346,6845,45.952721
6531,6845,45.767229
6396,6845,43.385691
6387,6845,38.117454
6385,6845,38.350195
6558,6845,37.029637
6336,6845,37.515958
6439,6845,37.495635
6550,6845,43.345427
6548,6845,40.085264
6576,6845,
6679,6845,38.310715
6715,6845,35.201669
6838,6845,42.392377
6814,6845,40.63466
6789,6845,40.985404
6761,6845,44.061826
6806,6845,49.863306
6812,6845,47.415261
6813,6845,41.223315
6826,6845,41.644767
6824,6845,43.258337
6787,6845,45.603056
6858,6845,43.91572
6869,6845,43.930993
6908,6845,51.763536
7208,6845,38.121392
7034,6845,39.033994
7006,6845,41.789722
7022,6845,48.528738
6922,6845,40.381495
7012,6845,44.670514
6249,6845,43.107581
7054,6845,45.104646
7151,6845,43.179484
7096,6845,49.578056
6642,6845,44.790848
6518,6845,
6237,6845,42.640232
6082,6845,41.220937
6267,6845,44.871245
6514,6845,46.028058
6342,6845,42.870203
6511,6845,43.188485
6374,6845,47.3225
6567,6845,49.831261
6863,6845,40.807123
6877,6845,44.296786
6632,6845,51.350703
6630,6845,46.332884
6862,6845,44.260561
6655,6845,42.941672
6268,6845,45.056027
7231,6845,44.744641
6390,6845,48.059346
6445,6845,42.829905
6540,6845,
6490,6845,44.508516
6523,6845,41.126853
6520,6845,41.972392
6780,6845,38.368036
6847,6845,51.078144
6618,6845,49.269261
7149,6845,55.613278
7073,6845,39.636224
6845,6544,34.688406
6402,6544,34.223597
6878,6544,33.415872
6788,6544,3.833762
7175,6544,17.794244
6323,6544,42.048593
6956,6544,25.893926
7064,6544,20.275356
6800,6544,11.731715
6417,6544,27.943078
6475,6544,19.36269
6510,6544,31.241215
6669,6544,25.164672
6538,6544,94.520578
6335,6544,43.424585
7236,6544,28.579122
6453,6544,
6624,6544,124.631084
6936,6544,141.743165
6623,6544,46.485199
6225,6544,26.436313
6340,6544,15.357892
6844,6544,32.742619
7066,6544,54.147299
6414,6544,27.244126
6852,6544,31.16249
6714,6544,32.645637
6952,6544,24.007107
6829,6544,39.929567
6426,6544,28.112102
6545,6544,22.119595
6448,6544,23.182389
6722,6544,
6248,6544,31.996117
6734,6544,31.350762
6245,6544,24.760326
6198,6544,28.387536
7210,6544,28.034181
6740,6544,52.446991
6251,6544,30.045843
6942,6544,34.391029
6965,6544,27.619655
6658,6544,44.017699
6269,6544,29.992264
6864,6544,38.432112
7173,6544,43.281513
6049,6544,24.671855
7171,6544,31.826947
6536,6544,39.049412
7130,6544,25.41868
6512,6544,
6423,6544,28.19537
6446,6544,16.790328
6501,6544,27.322436
6441,6544,29.751336
7084,6544,34.03885
6350,6544,
6382,6544,25.451693
6674,6544,
6552,6544,24.535755
6647,6544,29.094605
6609,6544,22.904059
6741,6544,29.460416
6435,6544,30.574905
7132,6544,62.335097
6327,6544,24.741154
6094,6544,20.029385
6295,6544,37.679642
7125,6544,21.55876
6654,6544,25.077727
6316,6544,22.412987
6424,6544,16.678505
6695,6544,22.103189
6716,6544,29.396272
6235,6544,
